"Country","Year","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational"
"Cap Verde",2005,"CVE0254_2005",2,38,NA,3,3,1,4,2,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,4,3,4,2,2,2
"Cap Verde",2005,"CVE0255_2005",2,73,1,3,3,3,5,4,4,4,2,2,NA,2,2,1,NA,NA,NA,NA,1,3,4,4,2,2
"Cap Verde",2005,"CVE0256_2005",2,19,4,4,4,2,4,NA,NA,2,4,4,NA,4,2,1,NA,NA,NA,NA,3,2,1,4,2,2
"Cap Verde",2005,"CVE0257_2005",2,75,4,3,1,9,4,NA,NA,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,2,3,NA,NA
"Cap Verde",2005,"CVE0258_2005",2,30,2,1,4,1,NA,1,1,1,1,1,NA,1,1,2,NA,NA,NA,NA,4,1,NA,9,1,1
"Cap Verde",2005,"CVE0259_2005",2,29,3,3,3,2,5,1,3,3,1,1,NA,1,1,1,NA,NA,NA,NA,2,2,3,2,1,1
"Cap Verde",2005,"CVE0262_2005",2,18,2,3,3,1,4,1,1,2,2,2,NA,3,2,1,NA,NA,NA,NA,1,2,2,1,4,4
"Cap Verde",2005,"CVE0263_2005",1,48,1,2,2,2,4,NA,NA,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0266_2005",1,72,2,3,2,2,5,1,1,1,NA,NA,NA,9,NA,1,NA,NA,NA,NA,1,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0270_2005",1,27,1,4,3,1,4,1,1,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,2,3,3,NA,NA
"Cap Verde",2005,"CVE0271_2005",2,79,2,4,2,2,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0272_2005",2,20,3,3,4,3,3,2,2,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,2,2,3,NA,NA
"Cap Verde",2005,"CVE0273_2005",2,75,4,4,2,3,3,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,3,3,NA,NA
"Cap Verde",2005,"CVE0275_2005",2,19,3,3,2,3,3,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,3,3,NA,NA
"Cap Verde",2005,"CVE0280_2005",1,18,2,4,3,3,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,2,3,NA,NA
"Cap Verde",2005,"CVE0282_2005",1,32,3,4,4,1,3,2,2,3,2,2,NA,2,2,2,NA,NA,NA,NA,NA,2,4,4,2,2
"Cap Verde",2005,"CVE0284_2005",1,26,1,3,1,1,3,1,1,2,2,2,NA,2,1,1,NA,NA,NA,NA,4,2,2,3,1,3
"Cap Verde",2005,"CVE0285_2005",1,43,3,3,4,3,2,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,3,3,3,NA,NA
"Cap Verde",2005,"CVE0286_2005",1,33,3,3,2,2,2,3,1,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,2,3,NA,NA
"Cap Verde",2005,"CVE0287_2005",2,24,3,3,1,3,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,4,4,NA,NA
"Cap Verde",2005,"CVE0288_2005",2,22,3,3,2,3,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,3,3,3,NA,NA
"Cap Verde",2005,"CVE0290_2005",2,30,3,4,2,2,4,2,1,2,1,1,NA,1,1,2,NA,NA,NA,NA,2,4,2,2,1,1
"Cap Verde",2005,"CVE0291_2005",2,25,2,3,2,1,5,3,3,3,2,2,NA,2,3,2,NA,NA,NA,NA,2,3,4,4,2,2
"Cap Verde",2005,"CVE0293_2005",2,68,2,2,3,9,NA,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,3,3,3,NA,NA
"Cap Verde",2005,"CVE0294_2005",2,22,3,3,2,3,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,3,3,NA,NA
"Cap Verde",2005,"CVE0295_2005",2,85,3,3,2,3,4,2,2,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,9,3,3,NA,NA
"Cap Verde",2005,"CVE0296_2005",2,45,2,4,3,3,5,3,2,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,3,4,4,NA,NA
"Cap Verde",2005,"CVE0297_2005",2,28,4,3,4,2,4,2,2,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0298_2005",2,21,4,4,1,1,4,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0299_2005",2,32,3,3,2,1,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0303_2005",2,18,3,4,1,3,4,2,2,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0307_2005",2,41,3,3,4,1,4,2,2,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,2,3,3,NA,NA
"Cap Verde",2005,"CVE0309_2005",2,34,3,3,4,1,5,1,1,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,3,3,3,NA,NA
"Cap Verde",2005,"CVE0310_2005",2,38,2,3,1,1,3,3,3,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,2,2,NA,NA
"Cap Verde",2005,"CVE0311_2005",2,34,4,3,4,2,4,4,4,4,1,1,NA,1,1,1,NA,NA,NA,NA,2,3,3,3,1,1
"Cap Verde",2005,"CVE0312_2005",2,23,3,4,4,2,2,3,3,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,3,3,4,NA,NA
"Cap Verde",2005,"CVE0313_2005",2,18,3,3,2,3,NA,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0319_2005",2,35,3,3,2,2,NA,2,2,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,3,3,3,NA,NA
"Cap Verde",2005,"CVE0323_2005",2,39,2,3,4,1,4,2,2,2,3,3,NA,3,2,1,NA,NA,NA,NA,4,3,3,4,3,4
"Cap Verde",2005,"CVE0324_2005",2,47,3,4,4,3,4,2,3,4,NA,2,NA,9,NA,2,NA,NA,NA,NA,4,3,3,3,NA,NA
"Cap Verde",2005,"CVE0325_2005",2,19,4,4,2,1,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,3,3,NA,NA
"Cap Verde",2005,"CVE0327_2005",2,34,4,3,4,2,2,4,4,4,1,1,NA,1,1,1,NA,NA,NA,NA,1,9,4,4,1,1
"Cap Verde",2005,"CVE0328_2005",2,42,2,1,4,2,NA,2,2,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0329_2005",2,23,1,2,3,1,NA,4,4,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,9,3,3,NA,NA
"Cap Verde",2005,"CVE0331_2005",2,34,3,3,1,2,5,3,3,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,4,4,4,NA,NA
"Cap Verde",2005,"CVE0332_2005",2,40,2,2,4,3,5,2,2,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,4,4,4,NA,NA
"Cap Verde",2005,"CVE0334_2005",2,52,4,3,1,2,5,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,4,4,4,NA,NA
"Cap Verde",2005,"CVE0335_2005",2,20,2,4,3,2,2,2,2,3,3,2,NA,2,2,1,NA,NA,NA,NA,2,2,4,4,2,2
"Cap Verde",2005,"CVE0337_2005",2,26,3,3,2,1,3,1,1,1,2,2,NA,2,2,2,NA,NA,NA,NA,1,3,4,3,2,2
"Cap Verde",2005,"CVE0339_2005",2,19,1,3,2,3,2,1,1,1,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,4,4,4,NA,2
"Cap Verde",2005,"CVE0341_2005",2,74,3,3,3,3,5,1,1,1,NA,NA,NA,9,NA,1,NA,NA,NA,NA,1,3,4,4,NA,NA
"Cap Verde",2005,"CVE0342_2005",2,18,2,3,4,2,5,2,4,4,1,1,NA,9,1,1,NA,NA,NA,NA,4,1,4,4,1,1
"Cap Verde",2005,"CVE0343_2005",2,40,1,1,1,1,1,2,2,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,2,4,4,NA,NA
"Cap Verde",2005,"CVE0344_2005",2,70,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,9,NA,4,NA,NA
"Cap Verde",2005,"CVE0345_2005",2,50,4,4,1,1,4,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,3,3,3,NA,NA
"Cap Verde",2005,"CVE0346_2005",2,34,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,NA,9,NA,2
"Cap Verde",2005,"CVE0347_2005",2,71,3,3,1,3,NA,1,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0348_2005",2,35,2,2,4,2,5,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,3,4,4,NA,NA
"Cap Verde",2005,"CVE0350_2005",2,29,3,5,1,2,NA,NA,NA,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0351_2005",2,30,NA,2,1,3,4,1,1,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,4,4,NA,NA
"Cap Verde",2005,"CVE0352_2005",2,74,2,2,1,2,4,1,1,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,2,NA,3,NA,NA
"Cap Verde",2005,"CVE0353_2005",2,25,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,NA,4,NA,NA
"Cap Verde",2005,"CVE0354_2005",2,20,2,2,4,2,5,1,NA,1,3,NA,NA,9,NA,1,NA,NA,NA,NA,4,2,3,3,2,NA
"Cap Verde",2005,"CVE0356_2005",2,18,3,3,4,2,NA,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,4,4,NA,NA
"Cap Verde",2005,"CVE0357_2005",2,42,1,2,4,3,4,2,3,4,2,2,NA,2,2,1,NA,NA,NA,NA,3,9,4,4,2,2
"Cap Verde",2005,"CVE0358_2005",2,43,2,2,1,1,5,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,4,4,NA,NA
"Cap Verde",2005,"CVE0359_2005",1,19,4,4,3,1,4,4,4,4,1,NA,NA,9,NA,1,NA,NA,NA,NA,2,3,3,3,NA,NA
"Cap Verde",2005,"CVE0360_2005",1,48,2,3,4,1,4,1,3,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,3,3,NA,NA
"Cap Verde",2005,"CVE0361_2005",1,62,2,3,2,2,4,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0365_2005",1,25,3,3,3,1,4,3,3,3,1,1,NA,2,2,2,NA,NA,NA,NA,2,1,3,3,2,2
"Cap Verde",2005,"CVE0366_2005",1,20,2,3,2,1,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,1,3,4,NA,NA
"Cap Verde",2005,"CVE0367_2005",1,24,2,3,3,1,4,4,4,4,2,2,NA,2,2,1,NA,NA,NA,NA,2,1,3,3,2,2
"Cap Verde",2005,"CVE0368_2005",1,22,3,3,4,1,3,1,2,3,3,3,NA,3,1,2,NA,NA,NA,NA,3,9,3,3,1,1
"Cap Verde",2005,"CVE0373_2005",1,29,3,3,1,1,2,2,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,1,3,NA,1
"Cap Verde",2005,"CVE0374_2005",1,45,NA,3,1,2,4,1,1,4,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,9,3,2,NA,NA
"Cap Verde",2005,"CVE0375_2005",1,70,3,3,4,2,4,4,3,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0376_2005",1,22,3,3,1,2,4,1,1,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,2,9,3,4,NA,NA
"Cap Verde",2005,"CVE0379_2005",1,18,3,3,3,1,4,1,NA,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0383_2005",1,23,3,3,3,2,4,1,2,3,3,3,NA,3,2,2,NA,NA,NA,NA,3,9,2,4,2,2
"Cap Verde",2005,"CVE0384_2005",2,75,2,2,1,2,4,4,4,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0385_2005",2,67,3,3,3,2,3,4,4,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,4,3,3,NA,NA
"Cap Verde",2005,"CVE0387_2005",2,22,2,3,1,2,3,1,NA,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,2,3,NA,NA
"Cap Verde",2005,"CVE0388_2005",2,22,3,3,1,1,2,3,4,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,3,4,4,NA,NA
"Cap Verde",2005,"CVE0389_2005",2,30,1,3,1,1,3,1,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0390_2005",2,38,2,3,1,2,2,1,1,1,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,1,4,4,NA,NA
"Cap Verde",2005,"CVE0391_2005",2,29,4,2,2,2,4,4,4,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,4,4,NA,NA
"Cap Verde",2005,"CVE0392_2005",2,77,4,4,4,2,4,1,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,3,3,NA,NA
"Cap Verde",2005,"CVE0393_2005",2,63,2,3,1,2,3,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,3,3,NA,NA
"Cap Verde",2005,"CVE0394_2005",2,39,3,3,1,1,3,NA,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,1,4,4,4,NA,NA
"Cap Verde",2005,"CVE0395_2005",2,30,3,3,2,1,5,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,9,4,4,NA,NA
"Cap Verde",2005,"CVE0397_2005",2,73,3,2,1,1,NA,2,2,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,4,4,NA,NA
"Cap Verde",2005,"CVE0399_2005",2,36,NA,4,1,2,4,NA,NA,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,3,3,NA,NA
"Cap Verde",2005,"CVE0401_2005",1,70,3,4,3,1,4,NA,1,1,1,NA,NA,9,NA,1,NA,NA,NA,NA,1,3,3,3,NA,NA
"Cap Verde",2005,"CVE0402_2005",1,69,2,2,1,2,NA,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0403_2005",1,18,2,2,1,3,4,1,1,3,4,4,NA,4,4,1,NA,NA,NA,NA,3,3,1,4,4,4
"Cap Verde",2005,"CVE0406_2005",1,36,2,3,1,1,4,3,3,1,1,4,NA,4,2,2,NA,NA,NA,NA,NA,9,3,3,4,2
"Cap Verde",2005,"CVE0409_2005",1,22,1,1,1,3,2,1,1,1,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,2,3,3,NA,NA
"Cap Verde",2005,"CVE0410_2005",1,22,2,3,1,1,NA,1,1,4,4,4,NA,4,4,2,NA,NA,NA,NA,4,9,1,3,2,3
"Cap Verde",2005,"CVE0411_2005",1,43,3,3,1,1,3,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0413_2005",1,21,NA,4,1,3,4,NA,NA,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,4,4,NA,NA
"Cap Verde",2005,"CVE0414_2005",1,36,2,3,1,3,5,1,1,3,2,2,NA,3,3,1,NA,NA,NA,NA,3,4,4,4,2,1
"Cap Verde",2005,"CVE0416_2005",1,26,2,1,1,1,3,3,3,2,4,4,NA,4,2,2,NA,NA,NA,NA,2,1,1,4,2,2
"Cap Verde",2005,"CVE0417_2005",1,19,3,4,3,3,1,NA,NA,3,3,2,NA,2,2,1,NA,NA,NA,NA,3,2,4,2,2,2
"Cap Verde",2005,"CVE0418_2005",1,39,4,3,1,3,NA,2,2,2,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0419_2005",1,64,1,2,1,2,NA,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,1,4,NA,NA
"Cap Verde",2005,"CVE0420_2005",1,21,3,2,1,2,1,2,2,1,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,1,3,NA,NA
"Cap Verde",2005,"CVE0422_2005",1,19,2,3,3,3,3,4,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,4,4,NA,NA
"Cap Verde",2005,"CVE0423_2005",1,27,1,1,4,1,1,1,1,4,4,4,NA,4,4,2,NA,NA,NA,NA,4,9,2,3,4,4
"Cap Verde",2005,"CVE0425_2005",1,36,3,4,1,1,2,1,1,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,2,1,3,NA,NA
"Cap Verde",2005,"CVE0426_2005",1,43,2,1,4,1,4,4,4,NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,9,1,4,3,NA
"Cap Verde",2005,"CVE0428_2005",1,29,3,1,1,1,4,2,2,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0430_2005",1,39,3,2,3,1,4,3,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,3,3,NA,NA
"Cap Verde",2005,"CVE0431_2005",1,68,1,1,1,3,NA,1,1,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0432_2005",1,47,4,3,3,2,4,3,3,4,3,3,NA,3,3,1,NA,NA,NA,NA,3,3,3,3,3,3
"Cap Verde",2005,"CVE0433_2005",1,53,2,2,1,2,2,4,1,2,NA,NA,NA,2,2,1,NA,NA,NA,NA,3,3,2,3,2,2
"Cap Verde",2005,"CVE0434_2005",1,41,2,3,2,3,3,4,NA,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0435_2005",1,67,2,3,1,1,NA,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0436_2005",1,70,2,2,1,1,4,1,1,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,9,1,3,NA,NA
"Cap Verde",2005,"CVE0438_2005",1,20,1,2,1,3,NA,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,3,3,3,NA,NA
"Cap Verde",2005,"CVE0439_2005",1,23,2,2,1,1,2,4,3,3,1,1,NA,1,NA,2,NA,NA,NA,NA,4,9,2,3,1,1
"Cap Verde",2005,"CVE0442_2005",1,54,1,1,1,2,4,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,1,4,NA,NA
"Cap Verde",2005,"CVE0444_2005",1,24,3,3,2,3,3,3,3,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,NA,9,NA,NA
"Cap Verde",2005,"CVE0448_2005",1,38,2,2,3,1,2,1,1,2,2,2,NA,2,3,2,NA,NA,NA,NA,4,2,1,3,NA,3
"Cap Verde",2005,"CVE0449_2005",1,47,2,2,1,1,4,2,2,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,9,1,3,NA,NA
"Cap Verde",2005,"CVE0450_2005",1,22,3,4,4,3,2,2,2,4,2,NA,NA,9,NA,1,NA,NA,NA,NA,3,2,2,4,2,NA
"Cap Verde",2005,"CVE0451_2005",1,44,2,2,1,3,4,3,NA,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,3,3,NA,NA
"Cap Verde",2005,"CVE0452_2005",1,37,4,4,2,1,3,NA,1,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0453_2005",1,26,3,4,2,1,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,9,2,2,NA,NA
"Cap Verde",2005,"CVE0454_2005",1,21,2,3,3,1,5,1,2,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,1,4,NA,NA
"Cap Verde",2005,"CVE0458_2005",2,37,3,3,2,2,4,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0459_2005",2,20,3,4,3,3,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0460_2005",2,20,3,3,2,1,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,9,4,4,NA,NA
"Cap Verde",2005,"CVE0462_2005",2,50,3,3,1,1,5,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,3,3,NA,NA
"Cap Verde",2005,"CVE0463_2005",2,31,2,2,3,1,4,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,3,2,2,4,4,4
"Cap Verde",2005,"CVE0464_2005",2,23,3,3,2,3,3,2,2,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0466_2005",2,25,3,3,3,3,4,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,4,4,NA,NA
"Cap Verde",2005,"CVE0468_2005",2,55,2,3,3,2,5,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,4,4,NA,NA
"Cap Verde",2005,"CVE0470_2005",2,24,3,3,4,4,4,3,2,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,4,NA,9,NA,NA
"Cap Verde",2005,"CVE0471_2005",2,42,4,3,4,1,4,3,3,3,2,2,NA,2,1,1,NA,NA,NA,NA,1,3,3,3,1,1
"Cap Verde",2005,"CVE0474_2005",2,20,2,3,1,3,4,NA,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0475_2005",2,21,3,3,1,3,4,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,9,3,3,NA,NA
"Cap Verde",2005,"CVE0476_2005",2,20,2,3,2,3,4,3,2,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,9,1,4,NA,NA
"Cap Verde",2005,"CVE0478_2005",2,22,2,3,1,1,4,3,4,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,9,4,4,NA,NA
"Cap Verde",2005,"CVE0479_2005",2,34,3,3,3,2,4,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0480_2005",2,19,3,3,3,3,4,4,4,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,4,3,3,NA,NA
"Cap Verde",2005,"CVE0481_2005",2,50,3,3,3,1,3,4,4,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0482_2005",2,53,3,4,3,3,5,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,9,4,4,NA,NA
"Cap Verde",2005,"CVE0483_2005",2,26,3,3,4,1,5,2,2,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,3,4,4,NA,NA
"Cap Verde",2005,"CVE0484_2005",2,33,3,3,2,1,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,3,3,NA,NA
"Cap Verde",2005,"CVE0485_2005",2,32,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,9,NA,3,NA,NA
"Cap Verde",2005,"CVE0487_2005",2,59,4,4,4,2,2,3,3,3,2,2,NA,2,1,2,NA,NA,NA,NA,1,3,3,3,2,1
"Cap Verde",2005,"CVE0488_2005",2,52,3,3,3,2,4,4,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,2,9,3,3,NA,NA
"Cap Verde",2005,"CVE0489_2005",2,37,3,3,2,2,3,3,3,3,2,2,NA,2,2,1,NA,NA,NA,NA,2,9,2,3,2,2
"Cap Verde",2005,"CVE0490_2005",2,21,3,3,3,1,3,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,2,3,NA,NA
"Cap Verde",2005,"CVE0491_2005",2,49,2,3,3,1,4,3,3,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,NA,3,NA,NA
"Cap Verde",2005,"CVE0492_2005",2,28,3,3,2,3,4,3,3,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,3,3,2,3,NA,NA
"Cap Verde",2005,"CVE0493_2005",2,38,3,3,1,1,5,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,1,4,4,4,NA,NA
"Cap Verde",2005,"CVE0494_2005",2,65,2,3,4,1,5,2,2,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,2,2,4,4,NA,NA
"Cap Verde",2005,"CVE0497_2005",2,35,3,3,4,3,5,4,4,4,1,1,NA,1,1,2,NA,NA,NA,NA,1,3,4,4,1,1
"Cap Verde",2005,"CVE0498_2005",2,21,3,3,3,3,5,1,1,3,NA,NA,NA,9,NA,2,NA,NA,NA,NA,4,2,4,4,NA,NA
"Cap Verde",2005,"CVE0501_2005",2,39,1,1,3,2,5,2,2,4,2,2,NA,2,2,1,NA,NA,NA,NA,NA,9,3,9,2,2
"Cap Verde",2005,"CVE0502_2005",2,37,4,4,4,1,4,1,1,1,NA,NA,NA,9,NA,1,NA,NA,NA,NA,2,3,NA,9,NA,NA
"Cap Verde",2005,"CVE0503_2005",2,44,2,2,1,1,5,1,1,4,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,9,NA,4,NA,NA
"Cap Verde",2005,"CVE0504_2005",2,28,4,2,4,3,5,1,1,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,1,9,3,3,2,2
"Cap Verde",2005,"CVE0505_2005",2,78,2,2,1,9,NA,4,NA,1,1,1,NA,1,NA,2,NA,NA,NA,NA,1,9,NA,3,NA,1
"Cap Verde",2005,"CVE0506_2005",2,40,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,9,NA,9,NA,NA
